density	name	class
25	ENSG00000274452.1__43290306__43290336__2	up
22	ENSG00000274452.1__43290321__43290351__3	up
20	ENSG00000274452.1__43290336__43290366__4	up
11	ENSG00000274452.1__43290351__43290381__5	up
8	ENSG00000274544.1__62854651__62854681__3	up
3	ENSG00000274544.1__62854681__62854695__4	up
1	ENSG00000274582.1__28580950__28580980__3	up
1	ENSG00000274582.1__28580965__28580995__4	up
1	ENSG00000274582.1__28580980__28581010__5	up
1	ENSG00000274582.1__28580995__28581025__6	up
1	ENSG00000274582.1__28581010__28581040__7	up
1	ENSG00000274582.1__28581025__28581055__8	up
2	ENSG00000274640.1__25041974__25042004__1	up
1	ENSG00000274978.1__28648645__28648675__4	up
3	ENSG00000275072.1__85677619__85677649__3	up
2	ENSG00000275072.1__85677649__85677658__4	up
11	ENSG00000275084.3__2329151__2329181__10	up
11	ENSG00000275084.3__2329166__2329196__11	up
12	ENSG00000275084.3__2329181__2329211__12	up
6	ENSG00000275084.3__2329196__2329226__13	up
1	ENSG00000275127.1__25089923__25089953__1	up
1	ENSG00000275538.1__120850864__120850894__4	up
1	ENSG00000275996.1__62855012__62855042__1	up
1	ENSG00000275996.1__62855027__62855057__2	up
1	ENSG00000275996.1__62855042__62855072__3	up
2	ENSG00000275996.1__62855072__62855083__4	up
3	ENSG00000276027.1__42615244__42615274__1	up
3	ENSG00000276027.1__42615274__42615304__3	up
3	ENSG00000276027.1__42615289__42615319__4	up
2	ENSG00000276027.1__42615304__42615334__5	up
4	ENSG00000276314.1__24981994__24982024__1	up
3	ENSG00000276610.1__24985100__24985130__1	up
2	ENSG00000276788.1__62855352__62855366__4	up
5	ENSG00000277084.1__43387301__43387331__6	up
13	ENSG00000277084.1__43387316__43387346__7	up
13	ENSG00000277084.1__43387361__43387391__10	up
13	ENSG00000277084.1__43387376__43387406__11	up
3	ENSG00000277108.1__16439505__16439535__1	up
3	ENSG00000277108.1__16439520__16439550__2	up
1	ENSG00000277184.1__44985393__44985423__2	up
1	ENSG00000277184.1__44985438__44985468__5	up
1	ENSG00000277184.1__44985453__44985483__6	up
1	ENSG00000277184.1__44985468__44985498__7	up
3	ENSG00000277194.1__62853000__62853030__7	up
4	ENSG00000277370.1__16440036__16440066__1	up
1	ENSG00000277512.1__16441226__16441256__1	up
1	ENSG00000277512.1__16441241__16441271__2	up
1	ENSG00000277512.1__16441256__16441286__3	up
2	ENSG00000277785.1__25088804__25088834__1	up
2	ENSG00000277817.1__155951273__155951303__1	up
1	ENSG00000277846.1__62853663__62853693__1	up
1	ENSG00000277846.1__62853678__62853708__2	up
1	ENSG00000277846.1__62853693__62853723__3	up
1	ENSG00000277846.1__62853723__62853732__4	up
1	ENSG00000277918.1__144560756__144560786__7	up
1	ENSG00000277918.1__144560771__144560801__8	up
4	ENSG00000277947.1__19112539__19112569__9	up
1	ENSG00000278099.1__144551824__144551854__4	up
1	ENSG00000278099.1__144551839__144551869__5	up
1	ENSG00000278099.1__144551854__144551884__6	up
15	ENSG00000278261.1__76561634__76561664__1	up
16	ENSG00000278261.1__76561649__76561679__2	up
3	ENSG00000278274.1__28579839__28579869__6	up
2	ENSG00000278274.1__28579854__28579884__7	up
1	ENSG00000278274.1__28579884__28579893__8	up
2	ENSG00000278715.1__25087662__25087692__1	up
1	ENSG00000278774.1__43273236__43273266__10	up
1	ENSG00000278774.1__43273251__43273281__11	up
1	ENSG00000280496.1__136726209__136726239__8	up
1	ENSG00000280498.1__28580950__28580980__3	up
1	ENSG00000280498.1__28580965__28580995__4	up
1	ENSG00000280498.1__28580980__28581010__5	up
1	ENSG00000280498.1__28580995__28581025__6	up
1	ENSG00000280498.1__28581010__28581040__7	up
1	ENSG00000280498.1__28581040__28581054__8	up
4	ENSG00000280554.1__66502079__66502089__4	up
2	ENSG00000280968.1__29333203__29333233__4	up
2	ENSG00000280968.1__29333218__29333248__5	up
1	ENSG00000280968.1__29333233__29333263__6	up
4	ENSG00000281000.1__19112540__19112570__9	up
6	ENSG00000281010.1__2155025__2155055__1	up
5	ENSG00000281010.1__2155040__2155070__2	up
5	ENSG00000281010.1__2155055__2155085__3	up
6	ENSG00000281010.1__2155070__2155100__4	up
5	ENSG00000281010.1__2155100__2155104__5	up
1	ENSG00000281311.1__64146337__64146367__1	up
2	ENSG00000281780.1__206161856__206161886__2	up
4	ENSG00000281780.1__206161871__206161901__3	up
1	ENSG00000281842.2__48654489__48654519__4	up
1	ENSG00000281859.1__44778405__44778435__2	up
1	ENSG00000281910.1__58559901__58559931__8	up
1	ENSG00000283293.1__52995621__52995651__1	up
12	ENSG00000283551.1__68755172__68755202__1	up
3	ENSG00000283871.1__21653304__21653334__1	up
2	ENSG00000283926.1__64891197__64891227__5	up
3	ENSG00000283926.1__64891212__64891242__6	up
6	ENSG00000284078.1__86620497__86620527__1	up
1	ENSG00000284155.1__64891370__64891400__2	up
2	ENSG00000284155.1__64891385__64891415__3	up
1	ENSG00000284440.1__58451089__58451119__2	up
1	ENSG00000284440.1__58451104__58451134__3	up
1	ENSG00000284440.1__58451119__58451149__4	up
8	ENSG00000284574.1__82236683__82236713__2	up
7	ENSG00000284574.1__82236698__82236728__3	up
2	ENSG00000002834.17__38920390__38920420__180	up_bg
3	ENSG00000003400.14__201209160__201209190__95	up_bg
7	ENSG00000003402.19__201133029__201133059__53	up_bg
1	ENSG00000003402.19__201164105__201164135__137	up_bg
2	ENSG00000005156.11__34997753__34997783__128	up_bg
1	ENSG00000005175.9__47670212__47670242__96	up_bg
3	ENSG00000005801.16__3371592__3371622__19	up_bg
7	ENSG00000007202.14__28616409__28616439__399	up_bg
1	ENSG00000007376.7__786827__786857__43	up_bg
1	ENSG00000008710.19__2103656__2103686__572	up_bg
1	ENSG00000008710.19__2106835__2106865__478	up_bg
1	ENSG00000011523.13__65085124__65085154__262	up_bg
2	ENSG00000012048.20__43093130__43093160__163	up_bg
4	ENSG00000012048.20__43125271__43125301__1	up_bg
2	ENSG00000015133.18__91321135__91321165__90	up_bg
1	ENSG00000015413.9__89638142__89638172__97	up_bg
1	ENSG00000023330.14__52198732__52198762__15	up_bg
1	ENSG00000023734.10__15897912__15897942__64	up_bg
2	ENSG00000029364.11__69399157__69399187__32	up_bg
2	ENSG00000030066.13__47840438__47840468__28	up_bg
2	ENSG00000036054.12__100316099__100316129__128	up_bg
1	ENSG00000036549.12__77584517__77584547__69	up_bg
2	ENSG00000038358.14__67877539__67877569__63	up_bg
4	ENSG00000038358.14__67879427__67879457__146	up_bg
1	ENSG00000042429.11__93790694__93790724__55	up_bg
3	ENSG00000042429.11__93807518__93807548__114	up_bg
2	ENSG00000043514.15__39848016__39848046__48	up_bg
1	ENSG00000047056.14__1072221__1072251__14	up_bg
6	ENSG00000047849.21__47871932__47871962__387	up_bg
1	ENSG00000049759.17__58316027__58316032__35	up_bg
7	ENSG00000050820.16__75229346__75229376__263	up_bg
3	ENSG00000052126.14__19274981__19274983__81	up_bg
1	ENSG00000058453.16__16970666__16970696__366	up_bg
8	ENSG00000058600.15__22326391__22326421__132	up_bg
6	ENSG00000058673.16__203850545__203850575__578	up_bg
2	ENSG00000058673.16__203853881__203853911__707	up_bg
2	ENSG00000060237.16__879573__879603__278	up_bg
2	ENSG00000060237.16__896266__896296__497	up_bg
1	ENSG00000060237.16__910935__910965__735	up_bg
6	ENSG00000061273.17__47787757__47787787__234	up_bg
3	ENSG00000061676.14__182926891__182926905__227	up_bg
1	ENSG00000064932.15__1108794__1108824__231	up_bg
2	ENSG00000065978.18__42700946__42700976__69	up_bg
1	ENSG00000066027.11__212329285__212329315__61	up_bg
4	ENSG00000067955.13__67082288__67082318__47	up_bg
2	ENSG00000068024.16__239189833__239189863__59	up_bg
7	ENSG00000068137.14__42668307__42668337__147	up_bg
3	ENSG00000068903.19__38878887__38878917__191	up_bg
2	ENSG00000069702.10__91719938__91719968__106	up_bg
2	ENSG00000069702.10__91729940__91729970__80	up_bg
2	ENSG00000070366.13__2081900__2081930__240	up_bg
4	ENSG00000071054.16__101869682__101869712__162	up_bg
2	ENSG00000071054.16__101893341__101893371__403	up_bg
1	ENSG00000071564.14__1611240__1611270__245	up_bg
1	ENSG00000072121.15__67798194__67798224__124	up_bg
1	ENSG00000072134.15__19283055__19283085__28	up_bg
2	ENSG00000072736.18__68183360__68183366__150	up_bg
3	ENSG00000073060.15__124807881__124807911__71	up_bg
2	ENSG00000073111.13__127615877__127615907__108	up_bg
1	ENSG00000073417.14__85137977__85138007__259	up_bg
2	ENSG00000073910.20__32237529__32237559__412	up_bg
1	ENSG00000074356.16__3816266__3816270__95	up_bg
2	ENSG00000075089.9__100223831__100223861__121	up_bg
2	ENSG00000075234.16__46288543__46288573__70	up_bg
1	ENSG00000076248.10__109110117__109110147__87	up_bg
5	ENSG00000076382.16__28592042__28592072__38	up_bg
1	ENSG00000078304.19__101856836__101856866__29	up_bg
1	ENSG00000079432.7__42291283__42291313__349	up_bg
2	ENSG00000085978.21__233295397__233295427__256	up_bg
4	ENSG00000086598.10__123584591__123584621__5	up_bg
5	ENSG00000088325.15__31792825__31792830__138	up_bg
4	ENSG00000088899.14__3165932__3165962__153	up_bg
4	ENSG00000089094.18__121444510__121444540__104	up_bg
8	ENSG00000090372.14__46730762__46730792__79	up_bg
1	ENSG00000090615.14__132789252__132789282__218	up_bg
2	ENSG00000090661.11__8262320__8262350__150	up_bg
1	ENSG00000091409.14__172485226__172485256__131	up_bg
2	ENSG00000091542.8__18209434__18209464__148	up_bg
1	ENSG00000091592.15__5559284__5559314__140	up_bg
1	ENSG00000091592.15__5584182__5584212__34	up_bg
1	ENSG00000092853.13__35748540__35748570__162	up_bg
3	ENSG00000093009.9__19516587__19516617__109	up_bg
6	ENSG00000093009.9__19520481__19520511__121	up_bg
2	ENSG00000094916.15__54280053__54280083__4	up_bg
2	ENSG00000095139.13__118592754__118592784__84	up_bg
3	ENSG00000095139.13__118593635__118593665__93	up_bg
1	ENSG00000099204.18__114434788__114434818__398	up_bg
3	ENSG00000099949.18__20992244__20992274__89	up_bg
8	ENSG00000100038.19__21972627__21972657__25	up_bg
4	ENSG00000100038.19__21974357__21974387__16	up_bg
4	ENSG00000100084.14__19407199__19407229__32	up_bg
1	ENSG00000100099.20__26464367__26464397__271	up_bg
1	ENSG00000100150.16__31857445__31857475__207	up_bg
1	ENSG00000100154.14__28107407__28107437__126	up_bg
5	ENSG00000100225.17__32498339__32498369__425	up_bg
3	ENSG00000100241.20__50454587__50454617__320	up_bg
3	ENSG00000100266.18__42912096__42912126__14	up_bg
2	ENSG00000100284.20__35321974__35322004__22	up_bg
4	ENSG00000100284.20__35347235__35347265__118	up_bg
1	ENSG00000100354.20__40315328__40315358__318	up_bg
2	ENSG00000100364.18__45211971__45212001__10	up_bg
1	ENSG00000100376.11__45340551__45340581__133	up_bg
3	ENSG00000100528.11__54427520__54427550__297	up_bg
1	ENSG00000100554.11__67349097__67349104__55	up_bg
6	ENSG00000100650.15__69768168__69768198__13	up_bg
1	ENSG00000100726.14__1502991__1503002__133	up_bg
8	ENSG00000100813.14__23064120__23064150__191	up_bg
1	ENSG00000100852.12__32157936__32157966__518	up_bg
3	ENSG00000100883.11__35029226__35029256__125	up_bg
1	ENSG00000100897.17__24120913__24120943__121	up_bg
1	ENSG00000100906.10__35403735__35403765__25	up_bg
3	ENSG00000100983.9__34936763__34936793__51	up_bg
2	ENSG00000101004.14__25470051__25470081__218	up_bg
7	ENSG00000101040.19__47221419__47221449__233	up_bg
9	ENSG00000101040.19__47224542__47224556__225	up_bg
1	ENSG00000101109.11__45076218__45076248__169	up_bg
2	ENSG00000101266.17__482387__482417__173	up_bg
4	ENSG00000101782.14__23464072__23464102__60	up_bg
1	ENSG00000101782.14__23481547__23481577__158	up_bg
3	ENSG00000102606.17__111205289__111205319__37	up_bg
2	ENSG00000102606.17__111209902__111209932__44	up_bg
2	ENSG00000102858.12__4652783__4652813__32	up_bg
6	ENSG00000102900.12__56830588__56830618__70	up_bg
4	ENSG00000102901.12__67832027__67832057__33	up_bg
2	ENSG00000102908.20__69693309__69693339__310	up_bg
6	ENSG00000103037.11__58515953__58515983__11	up_bg
2	ENSG00000103091.14__74956565__74956595__22	up_bg
1	ENSG00000103222.18__16014506__16014536__35	up_bg
1	ENSG00000103353.15__23573465__23573495__277	up_bg
2	ENSG00000103429.10__14644544__14644574__32	up_bg
2	ENSG00000103512.14__14895979__14896009__264	up_bg
1	ENSG00000103876.11__80159801__80159831__151	up_bg
1	ENSG00000104133.14__44589312__44589342__308	up_bg
4	ENSG00000104774.12__12650119__12650149__170	up_bg
4	ENSG00000104899.7__2250652__2250682__38	up_bg
5	ENSG00000105135.15__15122753__15122783__56	up_bg
3	ENSG00000105223.19__40376654__40376684__94	up_bg
1	ENSG00000105287.12__46675078__46675108__182	up_bg
3	ENSG00000105372.6__41861202__41861212__34	up_bg
1	ENSG00000105486.13__48150148__48150178__48	up_bg
3	ENSG00000105486.13__48170286__48170316__4	up_bg
4	ENSG00000105655.18__18435266__18435296__92	up_bg
2	ENSG00000105662.15__18760098__18760128__53	up_bg
4	ENSG00000105669.13__18899903__18899933__102	up_bg
3	ENSG00000105701.15__18539656__18539686__40	up_bg
1	ENSG00000105711.11__35037054__35037084__280	up_bg
1	ENSG00000105771.13__43732873__43732903__108	up_bg
1	ENSG00000107863.17__24584644__24584674__366	up_bg
1	ENSG00000108100.17__35516523__35516553__33	up_bg
2	ENSG00000108375.12__58360828__58360858__177	up_bg
1	ENSG00000108510.9__61946070__61946100__647	up_bg
2	ENSG00000108582.11__30456316__30456346__225	up_bg
1	ENSG00000108639.7__78169819__78169849__10	up_bg
1	ENSG00000108861.8__43768746__43768776__203	up_bg
1	ENSG00000110395.6__119298388__119298418__155	up_bg
11	ENSG00000110700.6__17077444__17077474__2	up_bg
2	ENSG00000110880.10__108657319__108657349__56	up_bg
2	ENSG00000110958.15__56687625__56687655__26	up_bg
3	ENSG00000111300.9__112068940__112068970__85	up_bg
2	ENSG00000111371.15__46183588__46183618__164	up_bg
5	ENSG00000111641.11__6560263__6560293__140	up_bg
4	ENSG00000111676.14__6937905__6937935__171	up_bg
2	ENSG00000114353.16__50252502__50252532__138	up_bg
4	ENSG00000115355.15__55301266__55301277__357	up_bg
6	ENSG00000115414.18__215388287__215388301__144	up_bg
2	ENSG00000115415.18__190978961__190978991__138	up_bg
1	ENSG00000115425.13__216065342__216065372__24	up_bg
2	ENSG00000115446.11__98618288__98618318__129	up_bg
3	ENSG00000115486.11__85559037__85559067__28	up_bg
2	ENSG00000115504.14__63045141__63045171__260	up_bg
2	ENSG00000115738.9__8682199__8682229__59	up_bg
1	ENSG00000115827.13__171434341__171434371__7	up_bg
2	ENSG00000115904.12__39024010__39024040__73	up_bg
1	ENSG00000116161.17__175007188__175007197__61	up_bg
1	ENSG00000116237.15__6224148__6224178__242	up_bg
2	ENSG00000116350.16__29147913__29147943__452	up_bg
2	ENSG00000116353.15__29216095__29216125__33	up_bg
2	ENSG00000116675.15__65408716__65408746__171	up_bg
2	ENSG00000116678.19__65572416__65572446__41	up_bg
3	ENSG00000116698.21__183553663__183553693__351	up_bg
6	ENSG00000116754.13__70237455__70237485__132	up_bg
4	ENSG00000116754.13__70249982__70250012__158	up_bg
5	ENSG00000116754.13__70250500__70250503__170	up_bg
1	ENSG00000116977.18__236537497__236537527__36	up_bg
2	ENSG00000116984.12__236850359__236850389__122	up_bg
1	ENSG00000117155.16__84655922__84655952__103	up_bg
4	ENSG00000117448.13__45568680__45568684__96	up_bg
2	ENSG00000117505.12__93366283__93366313__462	up_bg
1	ENSG00000117707.15__214038994__214039024__398	up_bg
1	ENSG00000117834.12__48232412__48232442__102	up_bg
4	ENSG00000119203.13__9472991__9473021__195	up_bg
1	ENSG00000119685.19__75783282__75783312__186	up_bg
8	ENSG00000119705.9__77710838__77710868__8	up_bg
6	ENSG00000119778.14__23885757__23885787__63	up_bg
2	ENSG00000119969.14__94594755__94594785__29	up_bg
1	ENSG00000120539.14__27186574__27186604__214	up_bg
1	ENSG00000120549.17__24501409__24501439__78	up_bg
4	ENSG00000121057.12__57110085__57110115__154	up_bg
1	ENSG00000121775.17__32094889__32094919__95	up_bg
2	ENSG00000122390.17__3443731__3443761__9	up_bg
2	ENSG00000122490.18__79943419__79943449__7	up_bg
7	ENSG00000122952.16__56359717__56359747__7	up_bg
1	ENSG00000123200.16__46003289__46003319__81	up_bg
3	ENSG00000123200.16__46011430__46011460__53	up_bg
1	ENSG00000123268.8__50809546__50809576__19	up_bg
1	ENSG00000123384.13__57181217__57181247__387	up_bg
2	ENSG00000123992.18__219381365__219381395__88	up_bg
4	ENSG00000124092.12__57524113__57524143__31	up_bg
2	ENSG00000124164.15__58444992__58445022__120	up_bg
1	ENSG00000124222.22__58678992__58679022__291	up_bg
1	ENSG00000124370.10__71130167__71130197__31	up_bg
1	ENSG00000125447.16__75239894__75239924__112	up_bg
4	ENSG00000125885.13__5973131__5973161__107	up_bg
3	ENSG00000125901.5__3046245__3046275__21	up_bg
1	ENSG00000126091.19__43899183__43899213__55	up_bg
1	ENSG00000126217.20__113064981__113065011__50	up_bg
7	ENSG00000127481.14__19081424__19081454__952	up_bg
1	ENSG00000127554.12__1984393__1984423__13	up_bg
7	ENSG00000129351.17__10682552__10682582__110	up_bg
1	ENSG00000129474.15__22971399__22971429__137	up_bg
5	ENSG00000130177.14__114236829__114236859__22	up_bg
8	ENSG00000130203.9__44906617__44906647__7	up_bg
3	ENSG00000130204.12__44893961__44893991__40	up_bg
3	ENSG00000130299.16__17338083__17338113__62	up_bg
5	ENSG00000130299.16__17339554__17339584__119	up_bg
3	ENSG00000130299.16__17341493__17341523__137	up_bg
1	ENSG00000130479.10__17725964__17725994__47	up_bg
1	ENSG00000130779.19__122316779__122316809__228	up_bg
4	ENSG00000130779.19__122380488__122380518__12	up_bg
7	ENSG00000131051.22__35742061__35742091__9	up_bg
1	ENSG00000131149.18__85675345__85675375__435	up_bg
3	ENSG00000131153.8__85681612__85681642__22	up_bg
4	ENSG00000131236.16__40061780__40061810__54	up_bg
3	ENSG00000131697.17__5880174__5880204__181	up_bg
7	ENSG00000132182.11__13317285__13317315__427	up_bg
6	ENSG00000132199.18__683321__683351__194	up_bg
1	ENSG00000132256.18__5684883__5684913__2	up_bg
4	ENSG00000132300.18__86132333__86132363__81	up_bg
2	ENSG00000132382.14__4554225__4554255__42	up_bg
2	ENSG00000132535.18__7190505__7190535__233	up_bg
3	ENSG00000132600.16__68315957__68315987__53	up_bg
3	ENSG00000132677.12__156384527__156384557__126	up_bg
4	ENSG00000132716.18__160218354__160218384__128	up_bg
1	ENSG00000132854.18__62271583__62271589__157	up_bg
2	ENSG00000133121.20__33112871__33112901__167	up_bg
1	ENSG00000133121.20__33127373__33127403__123	up_bg
2	ENSG00000133454.15__25768835__25768865__77	up_bg
3	ENSG00000133961.19__73287215__73287245__161	up_bg
1	ENSG00000134108.12__5178739__5178769__53	up_bg
1	ENSG00000134109.10__5195209__5195239__43	up_bg
2	ENSG00000134291.11__47967223__47967253__47	up_bg
10	ENSG00000134644.15__30931626__30931656__233	up_bg
2	ENSG00000134644.15__31059309__31059339__13	up_bg
1	ENSG00000135473.14__56322093__56322123__196	up_bg
1	ENSG00000135473.14__56332873__56332903__22	up_bg
3	ENSG00000135476.11__53291720__53291750__365	up_bg
1	ENSG00000135912.10__218747183__218747194__163	up_bg
6	ENSG00000135926.14__218280026__218280056__61	up_bg
1	ENSG00000136068.14__58108533__58108563__140	up_bg
2	ENSG00000136560.13__161224676__161224706__44	up_bg
1	ENSG00000137642.12__121595638__121595668__283	up_bg
2	ENSG00000137692.11__103091651__103091681__10	up_bg
1	ENSG00000137693.13__102162471__102162501__65	up_bg
6	ENSG00000137812.19__40657102__40657132__456	up_bg
1	ENSG00000138018.17__26395776__26395806__531	up_bg
1	ENSG00000138031.14__24841631__24841661__124	up_bg
1	ENSG00000138032.20__44201816__44201846__69	up_bg
5	ENSG00000138078.15__44328982__44329012__155	up_bg
2	ENSG00000138092.10__24819984__24820014__130	up_bg
1	ENSG00000138138.13__87754092__87754122__258	up_bg
1	ENSG00000138380.17__202954080__202954110__55	up_bg
1	ENSG00000138430.15__174141870__174141900__43	up_bg
3	ENSG00000138592.13__50449475__50449485__43	up_bg
1	ENSG00000138593.8__48992013__48992043__408	up_bg
1	ENSG00000138621.11__75044431__75044461__27	up_bg
7	ENSG00000138834.12__1748244__1748274__75	up_bg
3	ENSG00000139436.20__109967473__109967503__46	up_bg
8	ENSG00000139613.11__56169664__56169694__174	up_bg
2	ENSG00000139718.10__121819599__121819629__232	up_bg
4	ENSG00000139734.17__59839369__59839399__187	up_bg
2	ENSG00000139842.14__113245167__113245197__80	up_bg
5	ENSG00000139842.14__113260652__113260682__119	up_bg
1	ENSG00000140025.15__89931601__89931631__26	up_bg
7	ENSG00000140105.17__100369147__100369177__41	up_bg
1	ENSG00000140326.12__42731015__42731045__127	up_bg
1	ENSG00000140443.13__98922313__98922343__193	up_bg
10	ENSG00000140632.16__4847228__4847258__1	up_bg
2	ENSG00000140650.11__8848669__8848699__316	up_bg
1	ENSG00000140836.15__72785675__72785705__878	up_bg
8	ENSG00000140983.13__671860__671890__163	up_bg
2	ENSG00000141012.12__88837652__88837682__257	up_bg
6	ENSG00000141027.20__16046951__16046981__431	up_bg
11	ENSG00000141027.20__16121127__16121157__123	up_bg
5	ENSG00000141505.11__7176629__7176659__121	up_bg
3	ENSG00000141905.18__3468677__3468707__520	up_bg
1	ENSG00000142156.14__46003511__46003541__159	up_bg
2	ENSG00000142207.6__32316586__32316616__401	up_bg
1	ENSG00000142227.10__48329427__48329457__37	up_bg
1	ENSG00000143190.21__167416895__167416925__251	up_bg
1	ENSG00000143207.19__176206902__176206932__23	up_bg
3	ENSG00000143376.12__151638888__151638918__29	up_bg
4	ENSG00000143401.14__150235898__150235928__12	up_bg
5	ENSG00000143569.18__154228615__154228645__22	up_bg
1	ENSG00000143702.15__243164584__243164614__138	up_bg
1	ENSG00000143797.11__8873108__8873138__57	up_bg
1	ENSG00000143819.12__225844558__225844588__85	up_bg
1	ENSG00000143889.15__38602498__38602528__5	up_bg
2	ENSG00000148516.21__31527032__31527062__230	up_bg
1	ENSG00000148737.16__113146011__113146041__88	up_bg
2	ENSG00000148737.16__113167490__113167520__257	up_bg
1	ENSG00000148840.10__102150076__102150106__332	up_bg
1	ENSG00000149262.16__77878780__77878810__195	up_bg
2	ENSG00000149311.18__108259061__108259075__180	up_bg
4	ENSG00000149428.18__119055200__119055230__26	up_bg
6	ENSG00000149428.18__119055538__119055568__23	up_bg
5	ENSG00000149503.12__62137832__62137862__83	up_bg
2	ENSG00000149577.15__117181491__117181521__53	up_bg
4	ENSG00000149743.13__64224831__64224861__27	up_bg
8	ENSG00000149925.17__30069499__30069529__119	up_bg
1	ENSG00000150760.12__126998242__126998249__54	up_bg
1	ENSG00000150995.18__4645687__4645717__74	up_bg
3	ENSG00000151208.16__77819426__77819456__234	up_bg
1	ENSG00000151576.10__114065297__114065327__20	up_bg
2	ENSG00000151655.18__7717671__7717701__43	up_bg
2	ENSG00000151849.14__24884236__24884245__246	up_bg
5	ENSG00000152127.8__134412869__134412899__111	up_bg
2	ENSG00000152223.12__45915571__45915601__237	up_bg
1	ENSG00000152332.15__162524519__162524549__223	up_bg
3	ENSG00000152683.14__32206901__32206931__49	up_bg
1	ENSG00000152904.11__235342236__235342266__39	up_bg
1	ENSG00000152904.11__235342281__235342311__42	up_bg
7	ENSG00000153107.11__111883942__111883972__1	up_bg
1	ENSG00000153208.16__111975349__111975379__83	up_bg
1	ENSG00000154380.17__225497650__225497680__861	up_bg
2	ENSG00000154429.10__229322145__229322175__121	up_bg
2	ENSG00000154723.12__25724495__25724525__66	up_bg
4	ENSG00000154723.12__25725241__25725271__58	up_bg
4	ENSG00000155229.20__97460967__97460997__168	up_bg
5	ENSG00000155363.18__112698407__112698437__160	up_bg
2	ENSG00000155744.9__201023974__201024004__11	up_bg
5	ENSG00000156261.12__29061556__29061567__93	up_bg
3	ENSG00000156515.21__69369546__69369576__79	up_bg
2	ENSG00000156650.12__75025168__75025198__264	up_bg
3	ENSG00000157916.19__2399430__2399460__21	up_bg
2	ENSG00000158470.5__49656688__49656702__28	up_bg
3	ENSG00000158773.14__161040322__161040330__64	up_bg
2	ENSG00000158793.13__161119299__161119329__22	up_bg
1	ENSG00000159131.16__33505666__33505696__194	up_bg
4	ENSG00000159399.9__74854443__74854455__54	up_bg
3	ENSG00000159423.16__18883414__18883428__55	up_bg
1	ENSG00000160007.18__47004486__47004516__552	up_bg
3	ENSG00000160209.18__43757196__43757226__146	up_bg
5	ENSG00000160214.12__43797452__43797482__36	up_bg
4	ENSG00000160226.15__44332008__44332014__270	up_bg
1	ENSG00000160741.16__153958360__153958390__2	up_bg
2	ENSG00000160789.19__156114752__156114782__4	up_bg
1	ENSG00000161513.11__74864884__74864914__88	up_bg
2	ENSG00000161960.14__7574636__7574666__12	up_bg
1	ENSG00000162144.9__61353106__61353136__270	up_bg
1	ENSG00000162337.11__68348102__68348132__31	up_bg
1	ENSG00000162599.15__61406607__61406637__115	up_bg
4	ENSG00000162613.16__77960214__77960244__99	up_bg
4	ENSG00000162769.12__212863860__212863869__71	up_bg
1	ENSG00000162813.17__220067302__220067332__53	up_bg
1	ENSG00000162878.12__42054096__42054126__67	up_bg
1	ENSG00000162946.21__231800123__231800153__114	up_bg
1	ENSG00000163029.15__17664382__17664412__253	up_bg
2	ENSG00000163249.11__207754668__207754698__146	up_bg
1	ENSG00000163510.13__179945551__179945581__200	up_bg
2	ENSG00000163635.17__63982366__63982396__96	up_bg
2	ENSG00000163701.18__9911443__9911473__72	up_bg
1	ENSG00000163808.16__44840355__44840385__219	up_bg
1	ENSG00000164007.10__42735043__42735073__168	up_bg
2	ENSG00000165443.11__59245837__59245867__108	up_bg
4	ENSG00000165795.23__21023256__21023286__64	up_bg
3	ENSG00000165819.11__21503218__21503248__89	up_bg
1	ENSG00000165912.15__47183034__47183064__18	up_bg
1	ENSG00000166167.17__101521684__101521714__32	up_bg
4	ENSG00000166197.16__102160617__102160647__99	up_bg
2	ENSG00000166228.8__70883900__70883930__56	up_bg
1	ENSG00000166266.13__108107505__108107535__396	up_bg
1	ENSG00000166444.18__8715633__8715663__132	up_bg
3	ENSG00000166478.9__9474565__9474595__27	up_bg
1	ENSG00000166478.9__9508724__9508754__86	up_bg
19	ENSG00000166598.14__103939554__103939584__70	up_bg
1	ENSG00000166716.9__84802358__84802388__265	up_bg
2	ENSG00000166783.21__15636181__15636211__58	up_bg
3	ENSG00000166825.13__89804373__89804403__96	up_bg
1	ENSG00000166987.14__57524735__57524765__32	up_bg
2	ENSG00000167193.7__1422819__1422849__203	up_bg
1	ENSG00000167244.18__2129697__2129727__136	up_bg
1	ENSG00000167380.16__44172088__44172118__21	up_bg
2	ENSG00000167491.17__19506079__19506109__185	up_bg
2	ENSG00000167615.16__54458704__54458734__159	up_bg
2	ENSG00000167635.11__36237189__36237219__146	up_bg
1	ENSG00000167680.15__4558337__4558367__19	up_bg
3	ENSG00000167881.14__76046143__76046173__91	up_bg
5	ENSG00000167965.17__2209299__2209329__132	up_bg
2	ENSG00000167978.16__2763256__2763286__216	up_bg
4	ENSG00000167986.13__61300884__61300914__232	up_bg
10	ENSG00000168003.16__62888361__62888391__111	up_bg
2	ENSG00000168071.21__64345077__64345107__165	up_bg
7	ENSG00000168264.10__234607299__234607329__274	up_bg
7	ENSG00000168268.10__52525254__52525284__92	up_bg
5	ENSG00000168397.16__241655271__241655301__57	up_bg
5	ENSG00000168591.15__44191176__44191206__124	up_bg
1	ENSG00000168813.16__32353699__32353729__71	up_bg
